nazwa leku,identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
Mepitel 7.5x10 cm,7310792907108,Przewlekłe owrzodzenia,,30%,4.8,2775
Mepitel 7.5x10 cm,7310792907108,Epidermolysis bullosa,,bezpłatny do limitu,1.77,2775
Meprelon,05909990834464,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,3.41,2776
Meprelon,05909990834464,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2776
Meprelon,05909990834501,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,3.27,2777
Meprelon,05909990834501,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2777
Meprelon,05909990835539,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,6.83,2778
Meprelon,05909990835539,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2778
Meprelon,05909990939220,Zaostrzenie w przebiegu stwardnienia rozsianego,,ryczałt,3.2,2779
Mercaptopurinum VIS,05909990186112,Choroba Leśniowskiego-Crohna; Wrzodziejące zapalenie jelita grubego,,ryczałt,3.2,2780
Mercaptopurinum VIS,05909990186112,Nowotwory złośliwe,,bezpłatny do limitu,0,2780
Mercaptopurinum VIS,05909990186112,Znajduje się w załącznikach: C.40.,,bezpłatny,0,2780
Mesopral,05903060619548,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,12.3,2781
Mesopral,05903060619555,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,23.38,2782
Mesopral,05909990876280,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,4.43,2783
Mesopral,05909990876327,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,8.45,2784
Mesopral,05909990876778,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,8.48,2785
Mesopral,05909990876808,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,16,2786
Mestinon,05909991014421,Miastenia,,ryczałt,5.33,2787
Mestinon,05909991014421,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,35.01,2787
Mestinon,05909991014421,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2787
Metcrean,05909991415303,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,3.2,2788
Metcrean,05909991415303,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2788
Metcrean,05909991415310,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,3.2,2789
Metcrean,05909991415310,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2789
Metcrean,05909991415327,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,3.2,2790
Metcrean,05909991415327,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2790
Metcrean,05909991415334,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,3.2,2791
Metcrean,05909991415334,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2791
Metcrean,05909991415341,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,3.2,2792
Metcrean,05909991415341,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2792
Metcrean,05909991415358,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,4.08,2793
Metcrean,05909991415358,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2793
Metcrean,05909991415365,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,3.2,2794
Metcrean,05909991415365,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2794
Metcrean,05909991415372,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,3.2,2795
Metcrean,05909991415372,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2795
Metcrean,05909991415389,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,4.8,2796
Metcrean,05909991415389,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2796
Metcrean XR,05909991415624,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,5.88,2797
Metcrean XR,05909991415624,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2797
Metcrean XR,05909991415631,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,8.46,2798
Metcrean XR,05909991415631,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2798
Metcrean XR,05909991415648,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,10.84,2799
Metcrean XR,05909991415648,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2799
Metcrean XR,05909991415655,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,7.21,2800
Metcrean XR,05909991415655,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2800
Metcrean XR,05909991415662,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,10.85,2801
Metcrean XR,05909991415662,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2801
Metcrean XR,05909991415686,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,8.47,2802
Metcrean XR,05909991415686,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2802
Metcrean XR,05909991415693,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,13.07,2803
Metcrean XR,05909991415693,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2803
Metex,05909990791286,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,3.84,2804
Metex,05909990791286,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2804
Metex,05909990791347,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,5.12,2805
Metex,05909990791347,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2805
Metex,05909990791392,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,7.68,2806
Metex,05909990791392,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2806
Metex,05909990791477,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,10.24,2807
Metex,05909990791477,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2807
Metex,05909990791521,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,12.8,2808
Metex,05909990791521,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2808
Metex,05909990922741,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,6.4,2809
Metex,05909990922741,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2809
Metex,05909990922758,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,8.96,2810
Metex,05909990922758,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2810
Metex,05909990922765,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,11.52,2811
Metex,05909990922765,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2811
Metex,05909990922772,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,14.08,2812
Metex,05909990922772,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2812
Metex,05909990928125,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,15.36,2813
Metex,05909990928125,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2813
Metformax 1000,05909990053056,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,4.1,2814
Metformax 1000,05909990053056,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2814
Metformax 1000,05909990933181,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,4.06,2815
Metformax 1000,05909990933181,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2815
Metformax 1000,05909990933198,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,5.41,2816
Metformax 1000,05909990933198,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2816
Metformax 1000,05909991252069,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,6.4,2817
Metformax 1000,05909991252069,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2817
Metformax 1000,05909991425821,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,3.2,2818
Metformax 1000,05909991425821,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2818
Metformax 1000,05909991425838,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,4.8,2819
Metformax 1000,05909991425838,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2819
Metformax 1000,05909991425845,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,6.4,2820
Metformax 1000,05909991425845,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2820
Metformax 500,05909990126316,<1>Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,4.68,2821
Metformax 500,05909990126316,<2>Nieprawidłowa tolerancja glukozy (stan przedcukrzycowy); gdy za pomocą ściśle przestrzeganej diety i ćwiczeń fizycznych nie można uzyskać prawidłowego stężenia glukozy we krwi,,30%,2.58,2821
Metformax 500,05909990126316,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2821
Metformax 500,05909990935253,<1>Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,6.06,2822
Metformax 500,05909990935253,<2>Nieprawidłowa tolerancja glukozy (stan przedcukrzycowy); gdy za pomocą ściśle przestrzeganej diety i ćwiczeń fizycznych nie można uzyskać prawidłowego stężenia glukozy we krwi,,30%,5.07,2822
Metformax 500,05909990935253,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2822
Metformax 850,05909990450718,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,4.47,2823
Metformax 850,05909990450718,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2823
Metformax 850,05909990935260,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,5.17,2824
Metformax 850,05909990935260,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2824
Metformax 850,05909990935277,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,6.29,2825
Metformax 850,05909990935277,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2825
Metformax SR 1000,05909991404918,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,10.4,2826
Metformax SR 1000,05909991404918,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2826
Metformax SR 1000,05909991404925,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,16.92,2827
Metformax SR 1000,05909991404925,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2827
Metformax SR 500,05909990652112,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,8.63,2828
